Job Title,Job URL,Company Name,Compnay URL,Exp,Salary,Location,Skills,Posted
Staff Data Scientist - Bangalore,https://www.naukri.com/job-listings-staff-data-scientist-bangalore-kelly-outsourcing-and-consulting-group-india-priv-ate-limited-bangalore-bengaluru-8-to-12-years-250521005067?src=jobsearchDesk&sid=16233957827611842_44&xp=10&px=45,Kelly Outsourcing and Consulting Group India  Priv ate Limited,https://www.naukri.com/kelly-outsourcing-and-consulting-group-india-priv-ate-jobs-careers-2464918,8-12 Yrs,"15,00,000 - 25,00,000 PA.",Bangalore,Data Science|Data Analytics|IT Skills|Software Development|Data Quality|Report Generation|Data Management|Data Cleansing,4 Days Ago
Consultant - Analytics - KPO,https://www.naukri.com/job-listings-consultant-analytics-kpo-gama-india-bangalore-bengaluru-2-to-3-years-010621906488?src=jobsearchDesk&sid=16233957827611842_44&xp=11&px=45,GAMA India,https://www.naukri.com/premium-services-jobs-careers-1308204,2-3 Yrs,Not disclosed,Bangalore,Data Science|Excel|Project Management|Tableau|Information Retrieval|Marketing Analytics|Data Analytics|Python,9 Days Ago
Vice President - Analytics - NBFC,https://www.naukri.com/job-listings-vice-president-analytics-nbfc-hcapital-executive-search-mumbai-10-to-16-years-310521904871?src=jobsearchDesk&sid=16233957827611842_44&xp=12&px=45,hCapital Executive Search,https://www.naukri.com/premium-jobs-careers-852658,10-16 Yrs,Not disclosed,Mumbai,Data Science|Logistic regression|R|SAS|Artificial Intelligence|Statistical Modeling|Data Analytics|Machine Learning,10 Days Ago
Data Scientist,https://www.naukri.com/job-listings-data-scientist-evolve-technologies-and-services-private-limited-mumbai-all-areas-4-to-9-years-270421000279?src=jobsearchDesk&sid=16233957827611842_44&xp=13&px=45,EVOLVE TECHNOLOGIES AND SERVICES PRIVATE LIMITED,https://www.naukri.com/evolve-technologies-and-services-jobs-careers-5652778,4-9 Yrs,"15,00,000 - 30,00,000 PA.",Mumbai,Artificial Intelligence|RNNs|AI|Regression|Random Forests|Machine Learning|CNNs|Data Science,10 Days Ago
Freshers | Geakminds | Chennai,https://www.naukri.com/job-listings-freshers-geakminds-chennai-geakminds-technologies-private-limited-chennai-0-to-1-years-180521006702?src=jobsearchDesk&sid=16233957827611842_44&xp=14&px=45,Geakminds Technologies Private Limited,https://www.naukri.com/geakminds-technologies-jobs-careers-4095496,0-1 Yrs,Not disclosed,Chennai,IT Skills|Python|Data Science|Machine Learning|Cloud|Javascript|AWS|Artificial Intelligence,23 Days Ago
Freelance | Data Analyst -BioScience,https://www.naukri.com/job-listings-freelance-data-analyst-bioscience-perfect-digital-media-resources-pvt-ltd-chennai-1-to-5-years-180521006123?src=jobsearchDesk&sid=16233957827611842_44&xp=15&px=45,Perfect Digital Media Resources Pvt Ltd,https://www.naukri.com/perfect-digital-media-resources-jobs-careers-841359,1-5 Yrs,Not disclosed,Chennai(Kilpauk),e-publishing|data analyst|Origin|Data Science|data scientist|Graphpad Prism,
Hiring For Associate Analyst_Gurgaon_1 - 3 Years of Experience,https://www.naukri.com/job-listings-hiring-for-associate-analyst-gurgaon-1-3-years-of-experience-xtage-technologies-private-limited-gurgaon-gurugram-1-to-3-years-180521001786?src=jobsearchDesk&sid=16233957827611842_44&xp=16&px=45,Xtage Technologies Private Limited,https://www.naukri.com/xtage-technologies-jobs-careers-1390086,1-3 Yrs,"6,00,000 - 9,00,000 PA.",Gurgaon,R|Advanced Analytics|Customer Analytics|Data Science|Excel|Linear Regression|Artificial Intelligence|Machine Learning,24 Days Ago
Data Scientist (Machine Learning /AI),https://www.naukri.com/job-listings-data-scientist-machine-learning-ai-mastermind-network-mumbai-4-to-8-years-120521001841?src=jobsearchDesk&sid=16233957827611842_44&xp=17&px=45,Mastermind Network,https://www.naukri.com/mastermind-network-jobs-careers-754,4-8 Yrs,Not disclosed,Mumbai,Tensorflow|Pytorch|deep learning|python|data science|Artificial Intelligence|decision trees|Natural Language Processing,7 Days Ago
Assistant Manager - Data Analytics/Database Design/Data Visualization,https://www.naukri.com/job-listings-assistant-manager-data-analytics-database-design-data-visualization-serving-skill-gurgaon-gurugram-5-to-10-years-310521903675?src=jobsearchDesk&sid=16233957827611842_44&xp=18&px=45,Serving Skill,https://www.naukri.com/premium-jobs-careers-852658,5-10 Yrs,Not disclosed,Gurgaon,IT Skills|Python|Data Science|Machine Learning|Artificial Intelligence|Tableau|R|Database Design,10 Days Ago
Sr Data Scientist ( From Service Industry ),https://www.naukri.com/job-listings-sr-data-scientist-from-service-industry-ave-promagne-chennai-6-to-11-years-040621904764?src=jobsearchDesk&sid=16233957827611842_44&xp=19&px=45,AVE-Promagne,https://www.naukri.com/premium-jobs-jobs-careers-678662,6-11 Yrs,Not disclosed,Chennai,IT Skills|Python|Data Science|Machine Learning|R|Algorithms|Excel Powerpoint|Artificial Intelligence,6 Days Ago
Co-Founder & Principal Data Scientist/Senior Scientist - NLP/Python,https://www.naukri.com/job-listings-co-founder-principal-data-scientist-senior-scientist-nlp-python-benovymed-healthcare-gurgaon-gurugram-delhi-ncr-2-to-7-years-040621903313?src=jobsearchDesk&sid=16233957827611842_44&xp=20&px=45,Benovymed Healthcare,https://www.naukri.com/premium-jobs-jobs-careers-678662,2-7 Yrs,Not disclosed,"Gurgaon, Delhi / NCR",Data Science|Predictive Modeling|Tensorflow|Mathematical Modeling|Data Scientist|NLU|NLG|Statistical Modeling,6 Days Ago
"Data Scientist (Predictive Modelling,Python)",https://www.naukri.com/job-listings-data-scientist-predictive-modelling-python-ave-promagne-chennai-6-to-8-years-040621901639?src=jobsearchDesk&sid=16233957827611842_45&xp=1&px=46,AVE-Promagne,https://www.naukri.com/premium-jobs-jobs-careers-678662,6-8 Yrs,Not disclosed,Chennai,IT Skills|Python|Machine Learning|analytics|R|data science|statistical modelling|Predictive modelling,6 Days Ago
Senior Data Scientist - Pharma Domain,https://www.naukri.com/job-listings-senior-data-scientist-pharma-domain-konnectrack-info-solutions-hyderabad-secunderabad-9-to-14-years-040621901173?src=jobsearchDesk&sid=16233957827611842_45&xp=2&px=46,Konnectrack Info Solutions,https://www.naukri.com/premium-jobs-jobs-careers-678662,9-14 Yrs,Not disclosed,Hyderabad,SAS|Propensity Modelling|Artificial Intelligence|Machine Learning|Data Science|R|NLP|Churn Modelling,7 Days Ago
Data Scientist,https://www.naukri.com/job-listings-data-scientist-naukri-employer-services-delhi-ncr-3-to-7-years-040621005939?src=jobsearchDesk&sid=16233957827611842_45&xp=3&px=46,Naukri Premium - Employer Services,https://www.naukri.com/naukri-premium-employer-services-jobs-careers-1224374,3-7 Yrs,Not disclosed,Delhi / NCR,Tensorflow|Data Science|R|Algorithms|Reinforcement Learning|Keras|Scikit-Learn|Numpy,6 Days Ago
Data Analyst - Machine/Deep Learning Algorithms,https://www.naukri.com/job-listings-data-analyst-machine-deep-learning-algorithms-huquo-consulting-pvt-ltd-gurgaon-gurugram-delhi-ncr-2-to-7-years-010621900329?src=jobsearchDesk&sid=16233957827611842_45&xp=4&px=46,Huquo Consulting Pvt. Ltd,https://www.naukri.com/premium-jobs-careers-852658,2-7 Yrs,Not disclosed,"Gurgaon, Delhi / NCR",IT Skills|Python|Data Science|Machine Learning|Tensorflow|Xgboost|Keras|Knn,10 Days Ago
Senior Delivery Manager (Technical),https://www.naukri.com/job-listings-senior-delivery-manager-technical-cloudthing-india-private-limited-pune-bangalore-bengaluru-10-to-18-years-150421005523?src=jobsearchDesk&sid=16233957827611842_45&xp=5&px=46,CloudThing India Private Limited,https://www.naukri.com/cloudthing-india-jobs-careers-3016344,10-18 Yrs,Not disclosed,"Pune, Bangalore",ASP.Net|IT Skills|Python|PHP|Software Development|Data Science|Cloud|DevOps,29 Days Ago
Principal Engineer Integration & Yield (Data Analytics),https://www.naukri.com/job-listings-principal-engineer-integration-yield-data-analytics-globalfoundries-engineering-private-limited-bangalore-bengaluru-5-to-7-years-110521904094?src=jobsearchDesk&sid=16233957827611842_45&xp=6&px=46,GLOBALFOUNDRIES Engineering Private Limited,https://www.naukri.com/globalfoundries-engineering-jobs-careers-3254310,5-7 Yrs,Not disclosed,Bangalore,Pytorch|Tensorflow|Data Science|Java|R|Time Series Analysis|Keras|Data Analytics,30 Days Ago
Data scientist/ML Ops Engineer - Immediate To 15 days,https://www.naukri.com/job-listings-data-scientist-ml-ops-engineer-immediate-to-15-days-centraprise-global-private-limited-visakhapatnam-vizag-hyderabad-secunderabad-bangalore-bengaluru-3-to-7-years-110521004907?src=jobsearchDesk&sid=16233957827611842_45&xp=7&px=46,CENTRAPRISE GLOBAL PRIVATE LIMITED,https://www.naukri.com/centraprise-global-jobs-careers-1432888,3-7 Yrs,Not disclosed,"Visakhapatnam, Hyderabad, Bangalore",Image Processing|Facial Recognition|Computer Vision|Zendesk|Machine Learning|R programming|Customer Churn|science,30 Days Ago
Engineering Manager,https://www.naukri.com/job-listings-engineering-manager-flipkart-internet-private-limited-bangalore-bengaluru-5-to-10-years-100521903781?src=jobsearchDesk&sid=16233957827611842_45&xp=8&px=46,Flipkart Internet Private Limited,https://www.naukri.com/flipkart-internet-jobs-careers-530713,5-10 Yrs,Not disclosed,Bangalore,Accounting Entries|Engineering Leadership|Data Science|Excel|Project Management|Engineering Management|Artificial Intelligence|Big Data,30+ Days Ago
VP Big Data Cloud Engineering,https://www.naukri.com/job-listings-vp-big-data-cloud-engineering-standard-chartered-global-business-services-privat-e-limited-bangalore-bengaluru-15-to-20-years-100521003915?src=jobsearchDesk&sid=16233957827611842_45&xp=9&px=46,Standard Chartered Global Business Services Private Limited,https://www.naukri.com/standard-chartered-global-business-services-jobs-careers-1079,15-20 Yrs,Not disclosed,Bangalore,Hive|Hadoop|Big Data|Data Science|Data Engineering|Scalability|Cloudera|Kafka,30+ Days Ago
Microsoft Modern Data Platform,https://www.naukri.com/job-listings-microsoft-modern-data-platform-accenture-solutions-pvt-ltd-bangalore-bengaluru-18-to-20-years-060521907297?src=jobsearchDesk&sid=16233957827611842_45&xp=10&px=46,Accenture Solutions Pvt Ltd,https://www.naukri.com/accenture-solutions-jobs-careers-27117,18-20 Yrs,Not disclosed,Bangalore,analytical|Microsoft Modern Data|Microsoft SQL Server|Pre Sales|Azure Data Services|communication|IT Skills|Quality Assurance,30+ Days Ago
Microsoft Modern Data Platform,https://www.naukri.com/job-listings-microsoft-modern-data-platform-accenture-solutions-pvt-ltd-bangalore-bengaluru-15-to-18-years-060521906086?src=jobsearchDesk&sid=16233957827611842_45&xp=11&px=46,Accenture Solutions Pvt Ltd,https://www.naukri.com/accenture-solutions-jobs-careers-27117,15-18 Yrs,Not disclosed,Bangalore,Microsoft Modern Data Platform|analytical|Microsoft SQL Server|Pre Sales|Azure Data Services|communication|IT Skills|Quality Assurance,30+ Days Ago
ACN - Digital - Data & Insights,https://www.naukri.com/job-listings-acn-digital-data-insights-accenture-solutions-pvt-ltd-bangalore-bengaluru-4-to-6-years-060521903633?src=jobsearchDesk&sid=16233957827611842_45&xp=12&px=46,Accenture Solutions Pvt Ltd,https://www.naukri.com/accenture-solutions-jobs-careers-27117,4-6 Yrs,Not disclosed,Bangalore,Data Science|MS SQL|Logistic Regression|Xgboost|Artificial Intelligence|Strategy Consulting|Tableau|Decision Trees,30+ Days Ago
Microsoft Modern Data Platform Application Developer,https://www.naukri.com/job-listings-microsoft-modern-data-platform-application-developer-accenture-solutions-pvt-ltd-bangalore-bengaluru-4-to-6-years-050521907165?src=jobsearchDesk&sid=16233957827611842_45&xp=13&px=46,Accenture Solutions Pvt Ltd,https://www.naukri.com/accenture-solutions-jobs-careers-27117,4-6 Yrs,Not disclosed,Bangalore,Microsoft Modern Data Platform|analytical|Quality Assurance|communication|Business process|Process analysis|Manager Quality Assurance|data science,30+ Days Ago
Excellent opening For Technical Delivery Manager,https://www.naukri.com/job-listings-excellent-opening-for-technical-delivery-manager-kanini-software-solutions-india-private-limited-noida-pune-chennai-coimbatore-11-to-15-years-110521001879?src=jobsearchDesk&sid=16233957827611842_45&xp=14&px=46,KANINI SOFTWARE SOLUTIONS INDIA PRIVATE LIMITED,https://www.naukri.com/kanini-solutions-india-jobs-careers-5579370,11-15 Yrs,Not disclosed,"Noida, Pune, Chennai, Coimbatore",IT Skills|Software Development|Testing|Data Science|Cloud|Project Management|.Net|Cloud Computing,30+ Days Ago
Marketing Technology Solutions Architect,https://www.naukri.com/job-listings-marketing-technology-solutions-architect-saleszip-marketing-private-limited-pune-3-to-8-years-100521005365?src=jobsearchDesk&sid=16233957827611842_45&xp=15&px=46,Saleszip Marketing Private Limited,https://www.naukri.com/saleszip-marketing-jobs-careers-3878498,3-8 Yrs,Not disclosed,Pune,BPO|troubleshooting|Data Science|pardot|Hubspot|Web Technologies|Marketing Operations|Wordpress,30+ Days Ago
Career/Job opportunity with Leading Investment Bank,https://www.naukri.com/job-listings-career-opportunity-with-leading-investment-bank-dboi-global-services-pvt-ltd-pune-7-to-12-years-100521003952?src=jobsearchDesk&sid=16233957827611842_45&xp=16&px=46,DBOI Global Services Pvt. Ltd.,https://www.naukri.com/dboi-global-services-jobs-careers-1081770,7-12 Yrs,Not disclosed,Pune,Data Science|R|Software Development|Investment Banking|Finance|Data Analytics|Statistics|SQL,30+ Days Ago
Data Scientist,https://www.naukri.com/job-listings-data-scientist-dun-bradstreet-information-services-india-pvt-lt-d-mumbai-all-areas-8-to-10-years-060521007626?src=jobsearchDesk&sid=16233957827611842_45&xp=17&px=46,Dun & Bradstreet Information Services India Pvt Lt d,https://www.naukri.com/dun-bradstreet-information-services-india-lt-d-jobs-careers-32441,8-10 Yrs,Not disclosed,Mumbai,Predictive Modeling|Machine Learning|Data Science|Pyspark|Data Structures|Statistics|SQL|R,30+ Days Ago
Hiring For Data Architect_Chennai,https://www.naukri.com/job-listings-hiring-for-data-architect-chennai-tech-mahindra-ltd-chennai-10-to-17-years-300421000094?src=jobsearchDesk&sid=16233957827611842_45&xp=18&px=46,Tech Mahindra Ltd.,https://www.naukri.com/tech-mahindra-jobs-careers-100007,10-17 Yrs,Not disclosed,Chennai,SQL|mining|Tableau|D3 js|R|structure|analytical|Oracle,30+ Days Ago
Senior Data Warehouse Engineer,https://www.naukri.com/job-listings-senior-data-warehouse-engineer-boyd-corporation-chennai-5-to-10-years-290421003789?src=jobsearchDesk&sid=16233957827611842_45&xp=19&px=46,Boyd Corporation,https://www.naukri.com/aavid-thermalloy-india-jobs-careers-152838,5-10 Yrs,Not disclosed,Chennai,Business Intelligence|Microsoft Power Bi|Data Mining|Data Extraction|SQL Server|Statistics|SQL|Data Science,30+ Days Ago
Asst Mgr Data Analytics - Comp,https://www.naukri.com/job-listings-asst-mgr-data-analytics-comp-invesco-india-pvt-ltd-hyderabad-secunderabad-7-to-10-years-230421902312?src=jobsearchDesk&sid=16233957827611842_45&xp=20&px=46,Invesco,https://www.naukri.com/invesco-jobs-careers-571789,7-10 Yrs,Not disclosed,Hyderabad,Data Science|R|data modelling|Natural Language Processing|Data Analysis|Tableau|Data Analytics|Machine Learning,30+ Days Ago
Asst Mgr Data Analytics - Comp,https://www.naukri.com/job-listings-asst-mgr-data-analytics-comp-invesco-india-pvt-ltd-hyderabad-secunderabad-7-to-10-years-230421902312?src=jobsearchDesk&sid=16233957827611842_46&xp=1&px=47,Invesco,https://www.naukri.com/invesco-jobs-careers-571789,7-10 Yrs,Not disclosed,Hyderabad,Data Science|R|data modelling|Natural Language Processing|Data Analysis|Tableau|Data Analytics|Machine Learning,30+ Days Ago
Data Engineer/ Scientist,https://www.naukri.com/job-listings-data-engineer-scientist-proarch-it-solutions-private-limited-india-1-to-6-years-190421006600?src=jobsearchDesk&sid=16233957827611842_46&xp=2&px=47,ProArch IT Solutions Private Limited,https://www.naukri.com/proarch-it-solutions-jobs-careers-121183,1-6 Yrs,"15,00,000 - 30,00,000 PA.",India,IT Skills|Python|Software Development|Data Science|Cloud|Azure|Business Rules|Data Structures,30+ Days Ago
Data Scientist,https://www.naukri.com/job-listings-data-scientist-kie-square-analytics-delhi-ncr-4-to-8-years-170421902630?src=jobsearchDesk&sid=16233957827611842_46&xp=3&px=47,KiE Square Analytics,https://www.naukri.com/premium-jobs-jobs-careers-678662,4-8 Yrs,Not disclosed,Delhi / NCR,SQL|Python|Data Analysis|Statistical analysis|Predictive Modeling|Data Science|IT Skills|AI,30+ Days Ago
Principal Consultant - Advance Analytics - R/ SAS/ Python,https://www.naukri.com/job-listings-principal-consultant-advance-analytics-r-sas-python-confidential-mumbai-pune-bangalore-bengaluru-10-to-15-years-161019014329?src=jobsearchDesk&sid=16233957827611842_46&xp=4&px=47,Confidential,https://www.naukri.com/premium-jobs-careers-852658,10-15 Yrs,Not disclosed,"Mumbai, Pune, Bangalore",IT Skills|Python|Data Science|Machine Learning|R|SAS|Natural Language Processing|Data Analysis,21 Days Ago
Data Scientist,https://www.naukri.com/job-listings-data-scientist-replicon-software-india-pvt-ltd-noida-hyderabad-secunderabad-pune-gurgaon-gurugram-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-4-to-8-years-010621007285?src=jobsearchDesk&sid=16233957827611842_46&xp=5&px=47,Replicon Software (India) Pvt Ltd,https://www.naukri.com/replicon-india-jobs-careers-129906,4-8 Yrs,Not disclosed,"Noida, Hyderabad, Pune, Gurgaon, Chennai, Bangalore, Delhi / NCR, Mumbai",NLP|Machine Learning|SQL|Data Science|R|Artificial Intelligence|NLU|AI,9 Days Ago
Head of Analytics,https://www.naukri.com/job-listings-head-of-analytics-talpro-mumbai-bangalore-bengaluru-delhi-ncr-10-to-20-years-130521000395?src=jobsearchDesk&sid=16233957827611842_46&xp=6&px=47,TalPro,https://www.naukri.com/talpro-jobs-careers-1340552,10-20 Yrs,Not disclosed,"Mumbai, Bangalore, Delhi / NCR",Data Science|R|Data Analysis|Data Mining|Data Visualization|Tableau|Machine Learning|Statistics,29 Days Ago
SAP Analytics Cloud Development Application Developer,https://www.naukri.com/job-listings-sap-analytics-cloud-development-application-developer-accenture-solutions-pvt-ltd-bangalore-bengaluru-4-to-6-years-310521907531?src=jobsearchDesk&sid=16233957827611842_46&xp=7&px=47,Accenture Solutions Pvt Ltd,https://www.naukri.com/accenture-solutions-jobs-careers-27117,4-6 Yrs,Not disclosed,Bangalore,SAP BW|SAP S4HANA|SAP Analytics Cloud Development|data modeling|data science|SQL|SAP HANA|SAP Analytics Cloud,10 Days Ago
SAP Analytics Cloud Development Application Developer,https://www.naukri.com/job-listings-sap-analytics-cloud-development-application-developer-accenture-solutions-pvt-ltd-bangalore-bengaluru-6-to-8-years-310521905812?src=jobsearchDesk&sid=16233957827611842_46&xp=8&px=47,Accenture Solutions Pvt Ltd,https://www.naukri.com/accenture-solutions-jobs-careers-27117,6-8 Yrs,Not disclosed,Bangalore,SAP BW|SAP S4HANA|SAP Analytics Cloud Development|data modeling|data science|SQL|SAP HANA|SAP Analytics Cloud,10 Days Ago
Tech Solution Architecture,https://www.naukri.com/job-listings-tech-solution-architecture-accenture-solutions-pvt-ltd-bangalore-bengaluru-12-to-15-years-310521905755?src=jobsearchDesk&sid=16233957827611842_46&xp=9&px=47,Accenture Solutions Pvt Ltd,https://www.naukri.com/accenture-solutions-jobs-careers-27117,12-15 Yrs,Not disclosed,Bangalore,Tech Solution Architecture|Data Analytics|GCP|Azure|AWS|Architecture Principles|IT Skills|Data Science,10 Days Ago
Microsoft Modern Data Platform Application Developer,https://www.naukri.com/job-listings-microsoft-modern-data-platform-application-developer-accenture-solutions-pvt-ltd-bangalore-bengaluru-6-to-8-years-280521906123?src=jobsearchDesk&sid=16233957827611842_46&xp=10&px=47,Accenture Solutions Pvt Ltd,https://www.naukri.com/accenture-solutions-jobs-careers-27117,6-8 Yrs,Not disclosed,Bangalore,Microsoft Modern Data Platform|Microsoft Azure PaaS|communication|IT Skills|Quality Assurance|Data Science|Azure|Business process,13 Days Ago
Analytics Lead - Data Scientist,https://www.naukri.com/job-listings-analytics-lead-data-scientist-cholamandalam-investment-finance-chennai-bangalore-bengaluru-7-to-12-years-280521000815?src=jobsearchDesk&sid=16233957827611842_46&xp=11&px=47,Cholamandalam Investment & Finance,https://www.naukri.com/murugappa-group-jobs-careers-3210314,7-12 Yrs,"12,00,000 - 22,00,000 PA.","Chennai, Bangalore",Predictive Modeling|Data Science|Cross Selling|Data Processing|Data Analytics|ETL|Analytics|Python,14 Days Ago
Data Scientist,https://www.naukri.com/job-listings-data-scientist-farmwiseai-hyderabad-secunderabad-chennai-bangalore-bengaluru-5-to-10-years-270521006351?src=jobsearchDesk&sid=16233957827611842_46&xp=12&px=47,FarmwiseAI,https://www.naukri.com/farmwiseai-jobs-careers-6118792,5-10 Yrs,Not disclosed,"Hyderabad, Chennai, Bangalore",GCP|Scikit-Learn|Python|IT Skills|Data Science|Machine Learning|Artificial Intelligence|Cloud,14 Days Ago
Data Analyst - Quant & Data Mining,https://www.naukri.com/job-listings-data-analyst-quant-data-mining-catalyst-bangalore-bengaluru-2-to-6-years-250320902669?src=jobsearchDesk&sid=16233957827611842_46&xp=13&px=47,Catalyst,https://www.naukri.com/premium-jobs-careers-852658,2-6 Yrs,Not disclosed,Bangalore,quantitative analysis|Data Visualisation|data mining|Data Science|Dashboard Design|Data Visualization|Data Analyst|Data Analytics,20 Days Ago
Data Analyst - Loan Product,https://www.naukri.com/job-listings-data-analyst-loan-product-manmuk-creations-bangalore-bengaluru-5-to-8-years-240521900217?src=jobsearchDesk&sid=16233957827611842_46&xp=14&px=47,Manmuk Creations,https://www.naukri.com/premium-jobs-careers-852658,5-8 Yrs,Not disclosed,Bangalore,Data Science|Data Analysis|Python|MySQL|Statistics|Business Analytics|Data Analytics|Data Visualization,18 Days Ago
Principal Software Engineer,https://www.naukri.com/job-listings-principal-software-engineer-ibm-india-pvt-limited-bangalore-bengaluru-5-to-9-years-020621905820?src=jobsearchDesk&sid=16233957827611842_46&xp=15&px=47,IBM India Pvt. Limited,https://www.naukri.com/ibm-india-jobs-careers-16987,5-9 Yrs,Not disclosed,Bangalore,Java|PowerBI|Excel|Tableau|VMware|Kubernetes|agile|WEKA,8 Days Ago
Data Engineer - Big Data/Hadoop,https://www.naukri.com/job-listings-data-engineer-big-data-hadoop-sugarbox-networks-bangalore-bengaluru-2-to-6-years-020621901618?src=jobsearchDesk&sid=16233957827611842_46&xp=16&px=47,Sugarbox Networks,https://www.naukri.com/premium-jobs-jobs-careers-678662,2-6 Yrs,Not disclosed,Bangalore,IT Skills|Data Science|Big Data|Spark Streaming|MySQL|data science models|Sqoop|Hive,9 Days Ago
Architect Advanced,https://www.naukri.com/job-listings-architect-advanced-mphasis-limited-bangalore-bengaluru-12-to-15-years-010621908972?src=jobsearchDesk&sid=16233957827611842_46&xp=17&px=47,Mphasis Limited,https://www.naukri.com/mphasis-jobs-careers-144993,12-15 Yrs,Not disclosed,Bangalore,IT Skills|Java|Python|Data Science|Cloud|Big Data|AWS|Hive,9 Days Ago
Visualization Developer,https://www.naukri.com/job-listings-visualization-developer-hr-central-hyderabad-secunderabad-bangalore-bengaluru-3-to-7-years-010621006027?src=jobsearchDesk&sid=16233957827611842_46&xp=18&px=47,HR Central,https://www.naukri.com/hr-central-jobs-careers-739209,3-7 Yrs,Not disclosed,"Hyderabad, Bangalore",Javascript|HTML|Python|Data Science|Java|CSS|Thinking Skills|Programming,9 Days Ago
Data Scientist,https://www.naukri.com/job-listings-data-scientist-oracle-india-pvt-ltd-noida-bangalore-bengaluru-5-to-9-years-010621004567?src=jobsearchDesk&sid=16233957827611842_46&xp=19&px=47,Oracle India Pvt. Ltd.,https://www.naukri.com/oracle-india-jobs-careers-16512,5-9 Yrs,"12,00,000 - 22,00,000 PA.","Noida, Bangalore",Data Science|Big Data|Machine Learning|IT Skills|Python|Product Management|Oracle|NLP,9 Days Ago
"VP - Sr. Data Scientist For Morgan Stanley, Bangalore",https://www.naukri.com/job-listings-vp-sr-data-scientist-for-morgan-stanley-bangalore-morgan-stanley-advantage-services-pvt-ltd-bangalore-bengaluru-8-to-13-years-010621002131?src=jobsearchDesk&sid=16233957827611842_46&xp=20&px=47,Morgan Stanley Advantage Services,https://www.naukri.com/morgan-stanley-advantage-services-jobs-careers-28261,8-13 Yrs,"25,00,000 - 40,00,000 PA.",Bangalore,Data Science|Networking analytics|Cyber Security|wealth management|Machine Learning,10 Days Ago
Manager-Insights & Intelligence,https://www.naukri.com/job-listings-manager-insights-intelligence-accenture-solutions-pvt-ltd-mumbai-13-to-18-years-030621907414?src=jobsearchDesk&sid=16233957827611842_47&xp=1&px=48,Accenture Solutions Pvt Ltd,https://www.naukri.com/accenture-solutions-jobs-careers-27117,13-18 Yrs,Not disclosed,Mumbai,IT Skills|Data Science|Machine Learning|Artificial Intelligence|Business administration|Automation|Publishing|Architecture,7 Days Ago
Microsoft Modern Data Platform Application Developer,https://www.naukri.com/job-listings-microsoft-modern-data-platform-application-developer-accenture-solutions-pvt-ltd-pune-2-to-4-years-020621906295?src=jobsearchDesk&sid=16233957827611842_47&xp=2&px=48,Accenture Solutions Pvt Ltd,https://www.naukri.com/accenture-solutions-jobs-careers-27117,2-4 Yrs,Not disclosed,Pune,IT Skills|Quality Assurance|Data Science|Business process|Process analysis|Manager Quality Assurance|Analytical|Consulting,8 Days Ago
Microsoft Modern Data Platform Application Developer,https://www.naukri.com/job-listings-microsoft-modern-data-platform-application-developer-accenture-solutions-pvt-ltd-mumbai-8-to-10-years-010621907184?src=jobsearchDesk&sid=16233957827611842_47&xp=3&px=48,Accenture Solutions Pvt Ltd,https://www.naukri.com/accenture-solutions-jobs-careers-27117,8-10 Yrs,Not disclosed,Mumbai,analytical|communication|Microsoft Modern Data Platform|Quality Assurance|IT Skills|Data Science|Business process|Process analysis,9 Days Ago
Senior Data Scientist - SAS,https://www.naukri.com/job-listings-senior-data-scientist-sas-core-compete-pvt-ltd-hyderabad-secunderabad-pune-5-to-6-years-010621004374?src=jobsearchDesk&sid=16233957827611842_47&xp=4&px=48,Core Compete Pvt. Ltd.,https://www.naukri.com/core-compete-jobs-careers-1423424,5-6 Yrs,Not disclosed,"Hyderabad, Pune",Data Science|SAS|Machine Learning|Predictive Modeling|SAS Macros|SAS viya|Advanced Analytics|SAS Programming,9 Days Ago
Data Scientist,https://www.naukri.com/job-listings-data-scientist-ivy-software-development-services-pvt-ltd-hyderabad-secunderabad-3-to-6-years-310521001722?src=jobsearchDesk&sid=16233957827611842_47&xp=5&px=48,IVY SOFTWARE DEVELOPMENT SERVICES PVT LTD,https://www.naukri.com/ivy-development-services-jobs-careers-12380,3-6 Yrs,Not disclosed,Hyderabad,Algorithms|SQL Queries|Python|Dockers|SQL|Airflow|GCP|Docker,11 Days Ago
Senior Data Analyst,https://www.naukri.com/job-listings-senior-data-analyst-shriv-commedia-solutions-pvt-ltd-noida-7-to-9-years-280521000098?src=jobsearchDesk&sid=16233957827611842_47&xp=6&px=48,Shriv ComMedia Solutions Pvt. Ltd.,https://www.naukri.com/shriv-commedia-solutions-jobs-careers-11186,7-9 Yrs,"4,50,000 - 7,00,000 PA.",Noida(Sector-63 Noida),BIDAF Tensor flow|RDBMS|Cassandra|CouchDB|Neo4j|D3 JS|LDA|NumPy,
Senior Data Scientist (Work from Anywhere),https://www.naukri.com/job-listings-senior-data-scientist-work-from-anywhere-bebo-technologies-pvt-ltd-chandigarh-5-to-10-years-210121000119?src=jobsearchDesk&sid=16233957827611842_47&xp=7&px=48,Bebo Technologies Pvt Ltd.,https://www.naukri.com/bebo-technologies-jobs-careers-3738,5-10 Yrs,Not disclosed,Chandigarh,machine learning|algorithms|deep learning|big data|IT Skills|Data Science|Artificial Intelligence|Python,10 Days Ago
